"image_type","image_link","surrounding_text"
"0","https://a.espncdn.com/combiner/i?img=/redesign/assets/img/icons/ESPN-icon-basketball.png&w=288&h=288&transparent=true","We proposed 32 trades to shake up Round 1, including deals that involve Cousins and Parsons. UCONN, TEXAS COMPLETE FINAL FOUR
WOMEN'S NCAA TOURNAMENT UCONN, TEXAS COMPLETE FINAL FOUR
WOMEN'S NCAA TOURNAMENT"
"0","https://a.espncdn.com/combiner/i?img=/i/teamlogos/leagues/500/nhl.png&w=100&h=100&transparent=true","We proposed 32 trades to shake up Round 1, including deals that involve Cousins and Parsons. STANLEY CUP PLAYOFF RACE STANLEY CUP PLAYOFF RACE"
"0","https://a.espncdn.com/combiner/i?img=/i/teamlogos/leagues/500/nba.png&w=288&h=288&transparent=true","POSTSEASON PUSH POSTSEASON PUSH"
"0","https://a.espncdn.com/i/fantasy/rightRail/ffl-title.png","Play ESPN Fantasy football Sign up to play the #1 Fantasy game!
Create A League
Join Public League
Reactivate A League
Mock Draft Now Create A League
Join Public League
Reactivate A League"
"0","https://a.espncdn.com/i/fantasy/rightRail/ffl-ReadyToJoin.png","Ready to Join Another League? Sign up to play the #1 Fantasy game!
Create A League
Join Public League
Reactivate A League
Mock Draft Now Create A League
Join Public League
Reactivate A League"
"0","https://a.espncdn.com/i/fantasy/rightRail/flb-title.png","Sign up to play the #1 Fantasy Baseball Game
Reactivate A League
Create A League
Join a Public League
Practice With a Mock Draft Reactivate A League
Create A League
Join a Public League"
"0","https://a.espncdn.com/i/fantasy/rightRail/flb-ReadyToJoin.png","Ready to Join Another League? Sign up to play the #1 Fantasy Baseball Game
Reactivate A League
Create A League
Join a Public League
Practice With a Mock Draft Reactivate A League
Create A League
Join a Public League"
"0","https://a.espncdn.com/i/fantasy/rightRail/wfba-title.png","Play ESPN Fantasy womens-basketball Sign up for FREE!
Reactivate A League
Create A League
Join a Public League
Practice With a Mock Draft Reactivate A League
Create A League
Join a Public League"
"0","https://a.espncdn.com/i/fantasy/rightRail/wfba-ReadyToJoin.png","Ready to Join Another League? Sign up for FREE!
Reactivate A League
Create A League
Join a Public League
Practice With a Mock Draft Reactivate A League
Create A League
Join a Public League"
"0","https://a1.espncdn.com/combiner/i?img=%2Fi%2Fespn%2Fmisc_logos%2F500%2Fnhl.png&w=40&h=40","NHL NHL"
"0","https://a.espncdn.com/combiner/i?img=%2Fredesign%2Fassets%2Fimg%2Ficons%2FESPN%2Dicon%2Dsoccer.png&w=80&h=80&scale=crop&cquality=40&location=origin","Select your favorite leagues, teams and players and get the latest scores, news and updates that matter most to you. Copa del Rey: Semifinals Copa del Rey: Semifinals"
"0","https://a.espncdn.com/combiner/i?img=%2Fredesign%2Fassets%2Fimg%2Ficons%2FESPN%2Dicon%2Dsoccer.png&w=80&h=80&scale=crop&cquality=40&location=origin","Select your favorite leagues, teams and players and get the latest scores, news and updates that matter most to you. German Cup: Semifinals German Cup: Semifinals"
"0","https://a1.espncdn.com/combiner/i?img=%2Fredesign%2Fassets%2Fimg%2Ficons%2FESPN%2Dicon%2Dbasketball.png&w=80&h=80&scale=crop&cquality=40&location=origin","Select your favorite leagues, teams and players and get the latest scores, news and updates that matter most to you. NCAA Men's Basketball: NIT NCAA Men's Basketball: NIT"
"0","https://a3.espncdn.com/combiner/i?img=%2Fredesign%2Fassets%2Fimg%2Ficons%2FESPN%2Dicon%2Dbaseball.png&w=80&h=80&scale=crop&cquality=40&location=origin","Select your favorite leagues, teams and players and get the latest scores, news and updates that matter most to you. NCAA Baseball NCAA Baseball"
"0","https://a3.espncdn.com/redesign/assets/img/icons/ESPN-icon-softball.png","Select your favorite leagues, teams and players and get the latest scores, news and updates that matter most to you. NCAA Softball NCAA Softball"
"0","https://a1.espncdn.com/combiner/i?img=%2Fi%2Fteamlogos%2Fleagues%2F500%2Fufc.png&w=60&h=60&scale=crop&cquality=80&location=origin","Select your favorite leagues, teams and players and get the latest scores, news and updates that matter most to you. UFC 314: Volkanovski vs. Lopes (Apr. 12, ESPN+ PPV) UFC 314: Volkanovski vs. Lopes (Apr. 12, ESPN+ PPV)"
"0","https://a1.espncdn.com/combiner/i?img=%2Fredesign%2Fassets%2Fimg%2Ficons%2FESPN%2Dicon%2Dbasketball.png&w=80&h=80&scale=crop&cquality=40&location=origin","Select your favorite leagues, teams and players and get the latest scores, news and updates that matter most to you. Men's NCAA Bracket Men's NCAA Bracket"
"0","https://a1.espncdn.com/combiner/i?img=%2Fredesign%2Fassets%2Fimg%2Ficons%2FESPN%2Dicon%2Dbasketball.png&w=80&h=80&scale=crop&cquality=40&location=origin","Select your favorite leagues, teams and players and get the latest scores, news and updates that matter most to you. Women's NCAA Bracket Women's NCAA Bracket"
"0","https://chui-assets-cdn.espn.com/94763d98-7ffb-43e9-8604-4c7a47ab2451.png","Select your favorite leagues, teams and players and get the latest scores, news and updates that matter most to you. Men's Tournament Challenge Men's Tournament Challenge"
"0","https://chui-assets-cdn.espn.com/6b54cfdf-fd65-4ffb-b9a5-3671b6800a23.png","Select your favorite leagues, teams and players and get the latest scores, news and updates that matter most to you. Women's Tournament Challenge Women's Tournament Challenge"
"0","https://a4.espncdn.com/combiner/i?img=%2Fi%2Fespn%2Fmisc_logos%2F500%2Fnfl.png&w=40&h=40","Select your favorite leagues, teams and players and get the latest scores, news and updates that matter most to you. NFL Free Agency NFL Free Agency"
"0","https://a4.espncdn.com/combiner/i?img=%2Fi%2Fteamlogos%2Fleagues%2F500%2Fnfl%2Ddraft.png&w=40&h=40","Select your favorite leagues, teams and players and get the latest scores, news and updates that matter most to you. NFL Draft NFL Draft"
"0","https://a1.espncdn.com/combiner/i?img=%2Fredesign%2Fassets%2Fimg%2Ficons%2FESPN%2Dicon%2Dbasketball.png&w=80&h=80&scale=crop&cquality=40&location=origin","Select your favorite leagues, teams and players and get the latest scores, news and updates that matter most to you. March Madness History March Madness History"
"0","https://a1.espncdn.com/combiner/i?img=%2Fredesign%2Fassets%2Fimg%2Flogos%2Ficon-w2w-black.png&w=60&h=60&cquality=80&location=origin","Select your favorite leagues, teams and players and get the latest scores, news and updates that matter most to you. Where To Watch Where To Watch"
"0","https://chui-assets-cdn.espn.com/7eb9b89c-e39c-4026-bf36-c3bd791bed1b.png","Select your favorite leagues, teams and players and get the latest scores, news and updates that matter most to you. Men's TC 2nd Chance Men's TC 2nd Chance"
"0","https://chui-assets-cdn.espn.com/74ae8df4-feb8-47c1-93f0-a46621a023ec.png","Select your favorite leagues, teams and players and get the latest scores, news and updates that matter most to you. Women's TC 2nd Chance Women's TC 2nd Chance"
"0","https://a1.espncdn.com/combiner/i?img=%2Fgames%2Flm%2Dstatic%2FBetting%2FBetting%2DHome.png&w=60&h=60&scale=crop&cquality=80&location=origin","Select your favorite leagues, teams and players and get the latest scores, news and updates that matter most to you. Today's Top Odds Today's Top Odds"
"0","https://a4.espncdn.com/combiner/i?img=%2Fredesign%2Fassets%2Fimg%2Ficons%2FESPN%2Dicon%2Dlisten02.png&w=80&h=80&scale=crop&cquality=40&location=origin","Select your favorite leagues, teams and players and get the latest scores, news and updates that matter most to you. ESPN Radio: Listen Live ESPN Radio: Listen Live"
"0","https://a2.espncdn.com/combiner/i?img=%2Fi%2Ffantasy%2Fffl.png&w=60&h=60&scale=crop&cquality=80&location=origin","Select your favorite leagues, teams and players and get the latest scores, news and updates that matter most to you. Football Football"
"0","https://a3.espncdn.com/combiner/i?img=%2Fi%2Ffantasy%2Fflb.png&w=60&h=60&scale=crop&cquality=80&location=origin","Select your favorite leagues, teams and players and get the latest scores, news and updates that matter most to you. Baseball Baseball"
"0","https://a4.espncdn.com/combiner/i?img=%2Fi%2Ffantasy%2Ffhl.png&w=40&h=40","Select your favorite leagues, teams and players and get the latest scores, news and updates that matter most to you. Hockey Hockey"
"0","https://a2.espncdn.com/combiner/i?img=%2Fi%2Ffantasy%2Ffba.png&w=60&h=60&scale=crop&cquality=80&location=origin","Select your favorite leagues, teams and players and get the latest scores, news and updates that matter most to you. Men's Basketball Men's Basketball"
"0","https://a1.espncdn.com/combiner/i?img=%2Fi%2Ffantasy%2Fwfba.png&w=60&h=60&scale=crop&cquality=80&location=origin","Select your favorite leagues, teams and players and get the latest scores, news and updates that matter most to you. Women's Basketball Women's Basketball"
"0","https://a4.espncdn.com/combiner/i?img=%2Fandscape_black_onwhite.png&w=60&h=60&scale=crop&cquality=80&location=origin","Select your favorite leagues, teams and players and get the latest scores, news and updates that matter most to you. Andscape Andscape"
"0","https://a2.espncdn.com/combiner/i?img=%2Fi%2Fespn%2Fnetworks_shows%2F500%2Fespnw.png&w=40&h=40","Select your favorite leagues, teams and players and get the latest scores, news and updates that matter most to you. espnW espnW"
"0","https://a4.espncdn.com/combiner/i?img=%2Fi%2Fespn%2Fnetworks_shows%2F500%2Fespnfc_circle_500.png&w=40&h=40","Select your favorite leagues, teams and players and get the latest scores, news and updates that matter most to you. ESPNFC ESPNFC"
"0","https://a3.espncdn.com/combiner/i?img=%252Fi%252Fespn%252Fnetworks_shows%252F500%252Fxgames.png&w=60&h=60&scale=crop&cquality=80&location=origin","Select your favorite leagues, teams and players and get the latest scores, news and updates that matter most to you. X Games X Games"
"0","https://a3.espncdn.com/combiner/i?img=%2Fi%2Fespn%2Fnetworks_shows%2F500%2Fsec_network.png&w=40&h=40","Select your favorite leagues, teams and players and get the latest scores, news and updates that matter most to you. SEC Network SEC Network"
"0","https://a1.espncdn.com/combiner/i?img=%252Fi%252Fmobile%252Fwebsite%252Fimg%252Fespn_app_72@2x.png&w=60&h=60&scale=crop&cquality=80&location=origin","Select your favorite leagues, teams and players and get the latest scores, news and updates that matter most to you. ESPN ESPN"
"0","https://a3.espncdn.com/combiner/i?img=%252Fi%252Fmobile%252Fwebsite%252Fimg%252Fflm%252Dapp%252Dtile.png&w=60&h=60&scale=crop&cquality=80&location=origin","Select your favorite leagues, teams and players and get the latest scores, news and updates that matter most to you. ESPN Fantasy ESPN Fantasy"
"0","https://chui-assets-cdn.espn.com/94763d98-7ffb-43e9-8604-4c7a47ab2451.png","Select your favorite leagues, teams and players and get the latest scores, news and updates that matter most to you. Tournament Challenge Tournament Challenge"
"0","https://a1.espncdn.com/combiner/i?img=%2Fi%2Ffantasy%2Ffacebook.png&w=60&h=60&scale=crop&cquality=80&location=origin","Select your favorite leagues, teams and players and get the latest scores, news and updates that matter most to you."
"0","https://a3.espncdn.com/combiner/i?img=%2Fgames%2Flm%2Dstatic%2FESPN%2FTwitter%2Flogo%2Dblack.png&w=60&h=60&scale=crop&cquality=80&location=origin","Select your favorite leagues, teams and players and get the latest scores, news and updates that matter most to you."
"0","https://a1.espncdn.com/combiner/i?img=%2Fi%2Ffantasy%2Finstagram.png&w=60&h=60&scale=crop&cquality=80&location=origin","Select your favorite leagues, teams and players and get the latest scores, news and updates that matter most to you."
"0","https://a.espncdn.com/combiner/i?img=%2Fi%2Ffantasy%2Fsnapchat.png&w=60&h=60&scale=crop&cquality=80&location=origin","Select your favorite leagues, teams and players and get the latest scores, news and updates that matter most to you."
"0","https://a4.espncdn.com/combiner/i?img=%2Fgames%2Flm%2Dstatic%2FESPN%2FLogos%2Ftiktok.png&w=60&h=60&scale=crop&cquality=80&location=origin","Select your favorite leagues, teams and players and get the latest scores, news and updates that matter most to you."
"0","https://a3.espncdn.com/combiner/i?img=%2Fi%2Ffantasy%2Fyoutube.png&w=60&h=60&scale=crop&cquality=80&location=origin","Select your favorite leagues, teams and players and get the latest scores, news and updates that matter most to you."
"0","https://a.espncdn.com/redesign/assets/img/logos/espn-404@2x.png","ESPN Select your favorite leagues, teams and players and get the latest scores, news and updates that matter most to you. Terms of UsePrivacy PolicyYour US State Privacy RightsChildren's Online Privacy PolicyInterest-Based AdsAbout Nielsen MeasurementDo Not Sell or Share My Personal InformationContact UsDisney Ad Sales SiteWork for ESPNCorrections
ESPN BET Sportsbook is owned and operated by PENN Entertainment, Inc. and its subsidiaries ('PENN'). ESPN BET is available in states where PENN is licensed to offer sports wagering. Must be 21+ to wager. If you or someone you know has a gambling problem and wants help, call 1-800-GAMBLER.
Copyright: © 2025 ESPN Enterprises, Inc. All rights reserved. Terms of UsePrivacy PolicyYour US State Privacy RightsChildren's Online Privacy PolicyInterest-Based AdsAbout Nielsen MeasurementDo Not Sell or Share My Personal InformationContact UsDisney Ad Sales SiteWork for ESPNCorrections
ESPN BET Sportsbook is owned and operated by PENN Entertainment, Inc. and its subsidiaries ('PENN'). ESPN BET is available in states where PENN is licensed to offer sports wagering. Must be 21+ to wager. If you or someone you know has a gambling problem and wants help, call 1-800-GAMBLER.
Copyright: © 2025 ESPN Enterprises, Inc. All rights reserved."
"0","https://cdn.cookielaw.org/logos/static/ot_company_logo.png","The Walt Disney Company Logo Select your favorite leagues, teams and players and get the latest scores, news and updates that matter most to you."
"0","https://cdn.cookielaw.org/logos/static/powered_by_logo.svg","Powered by Onetrust"
