"image_type","image_link","surrounding_text"
"0","https://lied.ku.edu/wp-content/uploads/2024/04/2425-jiji-guitar-feature.jpg?x88520","Blind Boys of Alabama & Shemekia Copeland
Friday | APR 4 | 7:30pm JIJI
Sunday | APR 6 | 7:30pm"
"0","https://lied.ku.edu/wp-content/uploads/2024/04/2425-digging-roots-feature.jpg?x88520","JIJI
Sunday | APR 6 | 7:30pm Digging Roots
Friday | APR 11 | 7:30pm"
"0","https://lied.ku.edu/wp-content/uploads/2024/04/2425-hadestown-feature2.jpg?x88520","Digging Roots
Friday | APR 11 | 7:30pm HADESTOWN
Monday | APR 14 | 7:30pm"
"0","https://lied.ku.edu/wp-content/uploads/2024/04/2425-paul-taylor-dance-2025-feature.jpg?x88520","HADESTOWN
Monday | APR 14 | 7:30pm Paul Taylor Dance Company
Wednesday | APR 16 | 7:30pm"
"0","https://lied.ku.edu/wp-content/uploads/2024/04/2425-sullivan-fortner-feature.jpg?x88520","Paul Taylor Dance Company
Wednesday | APR 16 | 7:30pm Sullivan Fortner, solo piano
Monday | APR 21 | 7:30pm"
"0","https://lied.ku.edu/wp-content/uploads/2024/04/2425-sullivan-fortner-feature.jpg?x88520","Sullivan Fortner, solo piano
Monday | APR 21 | 7:30pm Sullivan Fortner, solo piano
Tuesday | APR 22 | 7:30pm"
"0","https://lied.ku.edu/wp-content/uploads/2023/06/2425-cher-show-feature.jpg?x88520","Sullivan Fortner, solo piano
Tuesday | APR 22 | 7:30pm THE CHER SHOW
Wednesday | APR 23 | 7:30pm"
"0","https://lied.ku.edu/wp-content/uploads/2024/04/2425-moth-2025-feature.jpg?x88520","THE CHER SHOW
Wednesday | APR 23 | 7:30pm The Moth Mainstage
Friday | APR 25 | 7:30pm"
"0","https://lied.ku.edu/wp-content/uploads/2024/04/2425-black-violin-2025-feature2.jpg?x88520","The Moth Mainstage
Friday | APR 25 | 7:30pm Black Violin
Tuesday | MAY 6 | 7:30pm"
"0","https://lied.ku.edu/wp-content/uploads/2024/05/2425-Derek-web.jpg?x88520",""
"0","https://lied.ku.edu/wp-content/uploads/2019/05/fotl-horz-blue.png?x88520",""
"0","https://lied.ku.edu/wp-content/uploads/2024/05/2425-Mailer-cover-660x440-1-300x200.png?x88520",""
"0","https://lied.ku.edu/wp-content/uploads/2018/08/beyond-the-stage-hero-2-e1533308236651-300x148.jpg?x88520",""
"0","https://lied.ku.edu/wp-content/uploads/2024/05/beckmeisters-gray.png?x88520",""
"0","https://lied.ku.edu/wp-content/uploads/2021/12/BHE-Ready-gray.png?x88520",""
"0","https://lied.ku.edu/wp-content/uploads/2017/04/Bridge-Haven-gray.png?x88520",""
"0","https://lied.ku.edu/wp-content/uploads/2017/04/Cherry-Hill-gray.png?x88520",""
"0","https://lied.ku.edu/wp-content/uploads/2014/10/Edmond-Duncan-gray.png?x88520",""
"0","https://lied.ku.edu/wp-content/uploads/2016/05/Steve-Edmonds-only-gray.png?x88520",""
"0","https://lied.ku.edu/wp-content/uploads/2018/04/ENT-logo-gray.png?x88520",""
"0","https://lied.ku.edu/wp-content/uploads/2015/04/jack-gaumnitz.png?x88520",""
"0","https://lied.ku.edu/wp-content/uploads/2022/05/Hertzog-gray.png?x88520",""
"0","https://lied.ku.edu/wp-content/uploads/2021/08/2122-Hiebert-gray.png?x88520",""
"0","https://lied.ku.edu/wp-content/uploads/2015/03/hyvee.png?x88520",""
"0","https://lied.ku.edu/wp-content/uploads/2022/05/BudSheryl-Jacobs-gray.png?x88520",""
"0","https://lied.ku.edu/wp-content/uploads/2023/04/KPR-2023-gray.png?x88520",""
"0","https://lied.ku.edu/wp-content/uploads/2024/05/kastl-gray.png?x88520",""
"0","https://lied.ku.edu/wp-content/uploads/2024/05/Landmark-gray3.png?x88520",""
"0","https://lied.ku.edu/wp-content/uploads/2020/09/Presyterian-Manor-gray.png?x88520",""
"0","https://lied.ku.edu/wp-content/uploads/2022/05/LMH-Health-gray.png?x88520",""
"0","https://lied.ku.edu/wp-content/uploads/2015/03/marlan1-e1425594920871.png?x88520",""
"0","https://lied.ku.edu/wp-content/uploads/2019/05/McDonalds-Dobskis-gray.png?x88520",""
"0","https://lied.ku.edu/wp-content/uploads/2014/10/Midco-gray.png?x88520",""
"0","https://lied.ku.edu/wp-content/uploads/2017/04/Natural-Breeze-gray.png?x88520",""
"0","https://lied.ku.edu/wp-content/uploads/2022/05/JimVickie-Otten-gray.png?x88520",""
"0","https://lied.ku.edu/wp-content/uploads/2024/05/PrairieLandInsurance-gray3.png?x88520",""
"0","https://lied.ku.edu/wp-content/uploads/2018/04/RCB-Bank-logo-gray.png?x88520",""
"0","https://lied.ku.edu/wp-content/uploads/2024/07/SignatureDental-gray3.png?x88520",""
"0","https://lied.ku.edu/wp-content/uploads/2024/05/SSC-gray2.png?x88520",""
"0","https://lied.ku.edu/wp-content/uploads/2015/03/studentsenate.png?x88520",""
"0","https://lied.ku.edu/wp-content/uploads/2015/03/truity1-e1425594973304.png?x88520",""
"0","https://lied.ku.edu/wp-content/uploads/2018/04/Weinberg-logo-gray.png?x88520",""
"0","http://lied.ku.edu/wp-content/uploads/2019/07/KUlogoREV-1-e1564611721552.gif?x88520","http://ku.edu Weekdays: 11 am–5:30 pm
785-864-2787
Google Map
1600 Stewart Drive
Lawrence, KS 66045
E-Newsletter Sign-up At the University of Kansas
Lawrence, KS
ku.edu HELPFUL LINKS
Plan Your Visit
Directions/Parking
View Full Season
Technical Specs
Work at the Lied Center
SUA Partnership with the Lied
Nondiscrimination Statement"
